,artist,track,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
985,Wallows,Scrawny,1pNUmVxDiE8t6P1XxcZAv8,68,0.639,0.816,6,-5.28,0,0.0485,0.000985,0.0604,0.141,0.802,138.008,166520,4
986,SG Lewis,Throwaway (with Clairo),2MnEG4htbbdfoUsyzxZ4BM,70,0.789,0.49,2,-6.588,1,0.0392,0.784,0.000598,0.112,0.869,140.034,180000,4
987,Noah Kahan,False Confidence,7nDFTHHwfe32a8qdp9XqPy,73,0.414,0.663,6,-7.77,1,0.0456,0.163,0.0,0.138,0.33,108.98,223400,4
988,Wiz Khalifa,Never Lie (feat. Moneybagg Yo),0CLhMOVhX6TaPpugYkEsge,69,0.686,0.72,1,-5.744,1,0.0474,0.0269,0.0,0.117,0.323,140.034,213346,4
989,ScHoolboy Q,CrasH,6BKAKoo7J2vwJGZJs5dhGD,69,0.825,0.644,1,-6.001,1,0.175,0.0311,0.0,0.086,0.79,132.019,161480,4
990,NCT DREAM,BOOM,6rcn967QN5JtkPOBDwYIuT,76,0.914,0.516,5,-4.178,0,0.0918,0.131,0.0,0.0441,0.702,119.969,195080,4
991,Ed Sheeran,Nothing On You (feat. Paulo Londra & Dave),2qRN7PWiHRLprw4FpDeI9N,80,0.747,0.649,10,-6.218,0,0.219,0.333,0.0,0.172,0.84,88.011,200733,4
992,Flipp Dinero,If I Tell You,0dQO6DOVHvrfl7DQwO97RE,67,0.711,0.867,11,-1.981,0,0.32,0.152,0.0,0.0552,0.414,161.966,214564,4
993,Bon Iver,"Hey, Ma",6YEyNkfWYAFTib8j1eXg1A,71,0.326,0.285,9,-10.972,0,0.0339,0.872,0.000278,0.0968,0.198,143.702,216707,4
994,Marshmello,Rescue Me,35rozLoS6QLE8HX8qswM3k,70,0.433,0.905,11,-2.171,1,0.101,0.00803,0.0,0.337,0.375,148.149,237203,4
995,NIKI,lowkey,5TTXEcfsYLh6fTarLaevTi,76,0.752,0.494,0,-8.18,1,0.0559,0.432,0.0,0.0869,0.227,117.901,171356,4
996,Sech,Si Te Vas,6Y4PDQv4XjYjHLeLmvyOt0,77,0.732,0.644,0,-4.124,1,0.132,0.0934,4.54e-06,0.143,0.554,174.1,204907,4
997,Chris Young,Drowning,59JBsvbxoibwgWLVE61acB,66,0.438,0.661,5,-5.189,1,0.0359,0.211,0.0,0.0865,0.319,75.989,189823,4
998,Sia,"No New Friends (feat. Sia, Diplo, and Labrinth)",6Dma0t0hOe6Bd6u5YRKF3n,77,0.725,0.703,7,-4.641,1,0.0466,0.0632,0.000251,0.14,0.638,106.032,175827,4
999,The Head and the Heart,Missed Connection,4R9KztunyNTH13KtAqePLp,66,0.669,0.789,0,-5.134,1,0.0518,0.0116,4.72e-06,0.387,0.543,87.57,195312,4
1000,Mustard,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",5duCElafuovM4ZSmkQL4hn,68,0.871,0.493,9,-6.775,1,0.338,0.0104,0.0,0.0917,0.157,93.016,179388,4
1001,Megan Thee Stallion,Sex Talk,6hbg57wH6SyIDnPzwLeeXc,66,0.906,0.763,0,-6.322,1,0.398,0.147,0.0,0.107,0.58,139.961,131209,4
1002,Casper Magico,No Te Veo - Remix,0stKSegkdrfLTDvm5sIO38,80,0.861,0.786,1,-3.833,1,0.229,0.485,2.44e-05,0.113,0.778,104.017,252440,4
1003,Juice WRLD,Who Shot Cupid?,06LFFPPS7MylCZXps3cO4m,67,0.758,0.932,3,-2.809,1,0.0372,0.0558,0.0,0.097,0.592,125.993,214246,4
1004,Cuco,Keeping Tabs (feat. Suscat0),1KypMTzxfo8NNIZ30lanZa,67,0.668,0.855,2,-5.69,1,0.0369,0.728,0.0,0.106,0.907,139.97,248161,4
1005,Yung Gravy,Tampa Bay Bustdown,6gtHQhPohwaDyeIMgLB62N,67,0.754,0.507,2,-7.852,1,0.0922,0.085,0.0,0.343,0.629,124.962,113307,3
1006,Gunna,Speed It Up,3BXXkwyhsHM0EPApHMhQC5,68,0.912,0.587,7,-7.395,1,0.0582,0.0394,0.01,0.111,0.435,143.027,179022,4
1007,"Tyler, The Creator",I DON'T LOVE YOU ANYMORE,5A0M6B0RBSXSNWv0wcppZ9,68,0.638,0.522,8,-9.814,1,0.0932,0.352,0.0663,0.165,0.584,142.952,161200,4
1008,EARTHGANG,Bank,0uqJQ1k1N63nl4tAYW8t2A,67,0.903,0.539,9,-8.565,1,0.367,0.0889,0.0,0.305,0.758,139.926,179493,4
1009,Rich The Kid,Go Up (feat. Roddy Ricch),0cMPXkjXXkMqokO9LIFPFn,68,0.842,0.575,1,-4.995,1,0.158,0.0167,0.0,0.313,0.29,148.02,169397,4
1010,James TW,Say Love,49PVaqTTK6qn8Ku5BIR8Gt,75,0.753,0.451,1,-7.638,1,0.0561,0.114,1.09e-06,0.369,0.542,84.01,221387,4
1011,Flume,Rushing Back,2zoNNEAyPK2OGDfajardlY,71,0.574,0.612,0,-4.741,1,0.0781,0.357,0.0,0.158,0.368,136.046,231663,3
1012,Pop Smoke,Welcome To The Party,0fIffclhgJC5h8AdMMVvkp,69,0.637,0.723,2,-5.547,1,0.091,0.0134,7.87e-05,0.196,0.228,143.013,214960,4
1013,Quality Control,Bless Em (Takeoff feat. Travis Scott),3aaRK3htdVkK2pqOI64FEb,69,0.808,0.907,0,-4.027,0,0.0865,0.0592,0.0,0.139,0.721,158.994,180447,4
1014,Zedd,365,2XWjPtKdi5sucFYtVav07d,78,0.745,0.693,2,-5.479,0,0.034,0.339,0.0,0.123,0.248,98.039,181900,4
1015,Maggie Rogers,Give A Little,3D4uUFRoYDFHbkQlTKL2Om,67,0.618,0.695,7,-5.415,1,0.189,0.211,3.96e-05,0.11,0.766,199.95,226720,3
1016,Sam Smith,Get Happy (with Sam Smith),4J6xwl0UkdQOjAuV2gBAbl,54,0.425,0.547,7,-6.453,1,0.042,0.397,0.0,0.755,0.742,84.474,172267,4
1017,Chris Brown,Come Together (feat. H.E.R.),1IRU2kqvCmmySoB0ywJTmI,70,0.505,0.597,3,-6.21,0,0.0686,0.0725,0.0,0.0954,0.239,82.134,234147,4
1018,Yung Gravy,Gravy Train,3qOkkP9JLltoUvaLjEXTmW,67,0.733,0.622,6,-7.689,0,0.14,0.324,0.0,0.165,0.729,143.934,169600,4
1019,Tyler Rich,Leave Her Wild,5cuYa1jn3hohHZJCGC0B7d,67,0.402,0.754,0,-5.268,1,0.0571,0.0394,0.0,0.128,0.502,173.887,199629,4
1020,Sasha Sloan,Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,72,0.629,0.327,11,-8.285,1,0.029,0.761,2.96e-05,0.103,0.381,74.953,197732,4
1021,Bastille,Joy,6Tt1P5CLUrl59oSOTVxON0,74,0.555,0.923,6,-4.748,0,0.161,0.197,0.0,0.0778,0.363,118.007,192681,4
1022,Daya,Insomnia,7hzlzoOwCZ4D3Ow5YZK4kj,77,0.754,0.653,7,-5.095,1,0.0611,0.0944,0.0,0.383,0.379,123.084,179746,4
1023,G-Eazy,No Rappers (feat. E-40),7u9CKCgpGAm9UiSXQ70I46,60,0.776,0.735,1,-4.229,1,0.254,0.0531,9.91e-05,0.153,0.519,102.064,187072,4
1024,Ed Sheeran,BLOW (with Chris Stapleton & Bruno Mars),7hvO2qCwJVZxiyoA7c9i5d,73,0.631,0.796,1,-5.35,1,0.0401,0.000245,0.0115,0.38,0.596,92.469,209120,4
1025,Khalid,Saturday Nights REMIX,0W5oXFrxZNBTIS1eMW9Ofz,69,0.569,0.414,10,-8.901,1,0.0758,0.633,0.0,0.0916,0.35,168.029,211103,4
1026,Kehlani,Feels,4BOikd4oZjOYMde9AXfrTo,69,0.369,0.609,9,-4.477,0,0.184,0.259,4.1e-05,0.133,0.381,80.362,181140,1
1027,Julia Michaels,17,0ND8rF8oirMXtE59n585P6,72,0.774,0.466,4,-6.869,1,0.0433,0.458,0.0,0.111,0.396,97.975,182800,4
1028,Rich Brian,Drive Safe,6eDfe957aV4sqGnDhlSikJ,70,0.635,0.312,7,-8.134,1,0.0265,0.635,0.0,0.138,0.414,98.017,240118,4
1029,Green Day,Father of All...,4r59yc67nric1MZQ2igkhx,72,0.462,0.912,11,-4.07,0,0.226,0.000138,0.0,0.0357,0.722,163.937,151363,4
1030,Dove Cameron,Do What You Gotta Do,6ATDrk56ouL2eCxrgfDeHE,71,0.595,0.894,7,-4.712,1,0.0493,0.00368,4.27e-06,0.0491,0.768,135.05,177216,4
1031,Farruko,Nadie,0REjFxlMJRQxPqWSdmXiAT,76,0.679,0.617,0,-5.328,1,0.12,0.19,0.0,0.0798,0.665,189.993,228760,4
1032,Joyner Lucas,Devil's Work,6XH0KeCZ0nRysAeSJYRFFg,69,0.587,0.665,2,-6.998,1,0.372,0.197,0.0,0.112,0.222,96.016,285015,4
1033,Still Woozy,Lava,0anZ7olFcAsmx5hP517Rwn,67,0.623,0.615,1,-10.064,1,0.146,0.304,0.00874,0.25,0.672,169.137,157303,4
1034,Darell,Velitas,7q3NthaBqFI6s0WnAlnIvq,83,0.819,0.596,2,-7.009,1,0.318,0.225,1.19e-06,0.138,0.622,165.951,225542,4
1035,Chance the Rapper,Big Fish,1CHhAINmT48RpXE5owAo3Q,66,0.822,0.598,4,-6.804,0,0.37,0.319,0.0,0.109,0.595,176.046,186784,4
1036,Conan Gray,Checkmate,4GjWnMNMN2EO76juYs9iWK,69,0.522,0.716,1,-4.146,1,0.279,0.0611,7.54e-06,0.145,0.757,149.929,148293,4
1037,Steven Universe,Drift Away (feat. Sarah Stiles),4454AwPZEKvSObvkwUGhcM,69,0.434,0.231,0,-16.314,1,0.0552,0.584,0.0218,0.122,0.0774,82.041,193101,3
1038,Tejal Yann,Atmosphere,55EbjQa4Th0gmzKQdSnMrw,71,0.193,0.0453,7,-26.219,1,0.0577,0.952,0.961,0.104,0.119,67.675,247258,4
1039,Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,6H7fWtwEUHVfTyZD7zeG4w,76,0.509,0.183,10,-10.27,1,0.0377,0.946,0.0,0.0914,0.258,117.354,232837,3
1040,Drake,4pm in Calabasas,6C9SwoZ5OrxcvkntgA5t8s,68,0.743,0.66,4,-4.802,0,0.418,0.115,0.0,0.101,0.549,192.031,240218,4
1041,Gabrielle Aplin,Losing Me,4P6g8wuXeR3wznFk7WnI4w,74,0.66,0.449,7,-6.573,1,0.0442,0.209,0.0,0.111,0.237,133.984,180640,4
1042,La Adictiva Banda San José de Mesillas,El Amor de Mi Vida,2xxq5LXFBFyawPChsOOWVu,74,0.692,0.503,10,-6.715,1,0.033,0.0332,0.0,0.0745,0.786,129.778,212947,4
1043,Ed Sheeran,Feels (feat. Young Thug & J Hus),1Bdptrvb7nQkq8kCw3siE9,75,0.665,0.68,2,-4.899,1,0.29,0.112,0.0,0.096,0.69,91.67,150787,4
1044,Megan Thee Stallion,Realer,3qVNNJ7f9RQeNR4iPIeS0c,66,0.934,0.631,1,-3.834,1,0.317,0.127,0.0,0.0955,0.437,117.064,149704,4
1045,Quando Rondo,Scarred From Love,5CFvscpivObLfIVQtHyQxE,65,0.652,0.602,8,-6.6,0,0.275,0.224,0.0,0.0953,0.494,167.008,207000,4
1046,CHUNG HA,Snapping,7JCi89HGiURxFpr6NITY7q,75,0.751,0.726,8,-3.499,0,0.038,0.0706,3.42e-06,0.278,0.581,104.914,213164,4
1047,Kehlani,Nunya (feat. Dom Kennedy),0tkmYNfaEaH9HpR59ApRtE,67,0.675,0.71,1,-4.027,1,0.21,0.39,0.0,0.381,0.574,97.98,244688,4
1048,A Day To Remember,Degenerates,77Ht6FFAeyHgKl6X87mnTk,68,0.426,0.946,10,-3.089,0,0.0822,6.92e-05,7.04e-05,0.331,0.433,174.052,184893,4
1049,Five Finger Death Punch,Blue on Black,7nioCrPVTkYopUB1rTvtK1,65,0.452,0.882,7,-4.406,1,0.0362,0.00254,2.17e-05,0.0836,0.398,156.277,274615,4
1050,Reik,Aleluya,23CsjGOYDQiJpX44BSn9TM,82,0.81,0.716,8,-2.3,1,0.0694,0.0478,0.0,0.0678,0.689,96.029,158480,4
1051,Rich Music LTD,Quizás,4AjWbAwRpxk2worpjNH5CS,82,0.727,0.815,3,-2.454,1,0.153,0.0258,0.0,0.231,0.677,176.075,216067,4
1052,haroinfather,Forever,7uHRKSQ9WIlBBuBY7BHcbq,72,0.613,0.339,5,-14.908,0,0.135,0.678,0.0,0.166,0.292,106.582,108696,5
1053,William Edessa,Trayi,3u9BK8XIFDSrzIePbJYvvp,70,0.245,0.111,11,-21.718,1,0.0415,0.985,0.93,0.107,0.0545,83.264,205000,1
1054,Tiësto,God Is A Dancer (with Mabel),6fenHIxXuuzKB55wY4WCHP,78,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11e-06,0.342,0.833,119.964,168125,4
1055,Tyga,Taste (feat. Offset),2toVe5hfuIi97ytDPDbQFt,73,0.866,0.613,0,-6.385,1,0.151,0.0293,0.0,0.104,0.359,98.001,229210,4
1056,SAINt JHN,Trap,1pChm8ih9LlKhWncBJ6HLr,68,0.792,0.839,0,-2.887,1,0.0429,0.0862,0.0,0.194,0.354,116.985,184699,4
1057,E-40,Chase The Money,3rnDyg4f2oRsWmXdZVFD1Y,65,0.893,0.776,11,-5.356,1,0.293,0.00607,0.0,0.103,0.229,91.987,284439,4
1058,Gryffin,Baggage (with AlunaGeorge),214h7kR7uNssAoU5AbcaIS,70,0.637,0.812,5,-4.314,0,0.0553,0.00927,0.0,0.463,0.593,123.026,196814,4
1059,Charli XCX,White Mercedes,7fOFeVSyL18q7RiU6cnhiM,71,0.743,0.544,1,-5.737,1,0.0372,0.0392,0.0,0.0672,0.199,129.979,203133,4
1060,Yella Beezy,Bacc At It Again,2biNa12dMbHJrHVFRt8JyO,65,0.948,0.623,8,-5.725,0,0.168,0.00124,1.07e-06,0.0716,0.856,135.979,228186,4
1061,The Black Keys,Lo/Hi,25YlltWXRb9k7KbrEBRuhJ,68,0.606,0.679,2,-7.445,1,0.0321,0.0151,0.000433,0.0962,0.707,122.016,177768,4
1062,Sofia Carson,One Kiss,0v2gYvWbmabBYaTlOWi5fi,71,0.678,0.793,7,-4.479,1,0.0318,0.00154,0.205,0.0649,0.913,140.013,149120,4
1063,Mau y Ricky,La Boca,0UQwlF2pRkr1lMN6kNNUj3,83,0.618,0.795,2,-1.8,1,0.113,0.0655,0.0,0.309,0.76,185.901,206279,4
1064,James Blake,Mile High (feat. Travis Scott & Metro Boomin),4cQrSREMqBSvJ8ZzBZjVb8,70,0.754,0.37,6,-9.854,0,0.12,0.403,6.22e-05,0.107,0.228,114.941,193600,4
1065,G-Eazy,Bang,1jrQ9i1ydVHmgi5XOZdHrB,61,0.929,0.606,1,-7.356,1,0.242,0.0234,0.0,0.0925,0.207,103.019,193980,4
1066,The Highwomen,Redesigning Women,31S0wn0oWPO6EVX084IVU1,66,0.579,0.621,5,-5.934,1,0.0353,0.27,0.0,0.0965,0.611,139.39,174933,4
1067,TOOL,Chocolate Chip Trip,3VcEEhf6NL8oq2e1IxFUVM,70,0.591,0.764,1,-9.588,1,0.0465,0.0343,0.621,0.285,0.178,128.297,288199,5
1068,Edwin Luna y La Trakalosa de Monterrey,Fíjate Que Si,3YwEMdP2zkOiIq074Vlvqc,72,0.69,0.434,4,-4.455,1,0.033,0.385,0.0,0.104,0.617,115.476,204587,3
1069,Tyga,Girls Have Fun (feat. G-Eazy & Rich The Kid),1NHlyKgtR4roNylOhidKSv,72,0.888,0.74,8,-5.363,1,0.238,0.00586,0.0,0.218,0.664,100.003,175711,4
1070,SUNMI,LALALAY 날라리,6sWd8ZAH5bWWyjwb7ZV2Zb,76,0.7,0.806,11,-4.818,0,0.0491,0.00132,0.0,0.0579,0.616,110.016,174880,4
1071,Blueface,Stop Cappin,16YQkGOiqsATntjuZCq52X,66,0.846,0.58,9,-7.92,0,0.476,0.0185,1.83e-05,0.057,0.553,103.956,161307,4
1072,Marca MP,El Güero - En vivo,7a6gK5GwlIvGTU4ayZhskd,66,0.834,0.494,10,-9.178,1,0.0767,0.194,1.47e-05,0.258,0.725,109.309,219533,3
1073,Rannar Sillard,Observations From A Faraway Place,5H14dJbhKeaU1ffTMmIGJi,69,0.176,0.117,7,-22.34,1,0.0401,0.826,0.885,0.124,0.142,76.125,142074,4
1074,Calvin Harris,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,84,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4
1075,Dreamville,LamboTruck (with Cozz feat. REASON & Childish Major),1OS9fNE87zO4Z696lBXriv,66,0.678,0.695,10,-5.323,0,0.286,0.0485,0.0,0.254,0.242,135.044,229387,4
1076,Future,Undefeated (feat. Lil Keed),6FZjiSBSQoj1geAgXjvqez,67,0.855,0.561,2,-5.105,1,0.277,0.00135,0.0,0.187,0.408,157.016,156467,4
1077,Pink Sweat$,Coke & Henny Pt. 2,1gBn3RRt2jPquDW6AhHJrs,64,0.806,0.289,1,-9.853,0,0.0389,0.609,0.0,0.105,0.457,89.958,157334,4
1078,The Head and the Heart,People Need A Melody,5tlu2nA8GxkDx8UTKG1rLV,66,0.586,0.54,0,-5.761,1,0.0255,0.192,0.0,0.127,0.162,82.156,252302,4
1079,AJ Mitchell,Slow Dance,5FNS5Vj69AhRGJWjhrAd01,74,0.692,0.443,1,-5.671,1,0.0386,0.214,0.0,0.06,0.363,127.899,178800,4
1080,Mahalia,What You Did (feat. Ella Mai),6aNdjlgzu6bJeRBFFXiVNu,69,0.734,0.511,0,-4.905,0,0.0592,0.148,0.0,0.29,0.727,124.995,206947,4
1081,ITZY,달라달라 (DALLA DALLA),0GU5GuJQQEnnREO2FxnVPT,75,0.79,0.853,11,-4.564,0,0.0665,0.00116,4.23e-05,0.329,0.713,124.998,199874,4
1082,Dallas Smith,Drop,6p6WrBXONAaXj7y2N5xg91,68,0.632,0.872,6,-4.242,1,0.0638,0.14,0.0,0.131,0.339,119.969,203213,4
1083,YBN Cordae,Locationships,2nOrEg4ZHuR0cFQHeV8RnI,66,0.715,0.482,5,-9.381,0,0.445,0.231,0.0,0.143,0.686,136.297,182520,4
1084,Los Angeles Azules,Amor A Primera Vista,1E7RHPXA9sZ30qfms18J7J,64,0.675,0.821,0,-6.017,1,0.0668,0.223,5.11e-05,0.149,0.96,170.163,221347,4
1085,Kevin Gates,Luv Bug,2ShqM95Kj8k0eCQkd7pVrT,64,0.832,0.515,9,-7.112,0,0.375,0.0257,6.98e-05,0.0957,0.653,139.997,185143,4
1086,Lil Durk,No Label,4WznHDEzfBcZOVFFNkDUBt,66,0.766,0.478,10,-8.287,1,0.479,0.0285,0.0,0.17,0.303,99.857,144661,4
1087,Bazzi,Soul Searching,6Zk5sNLpRnZRbDjOBgkyiD,68,0.748,0.482,1,-8.253,0,0.143,0.229,0.0,0.146,0.401,81.995,148537,4
1088,The Lumineers,My Cell,5xhi6dgxwlMPs5IMWVs7b2,65,0.629,0.229,8,-9.29,1,0.029,0.922,0.000611,0.156,0.303,134.535,196280,4
1089,Comethazine,HENCH MAFIA,59szNf58dJ8WqOKOgf3Fpz,66,0.87,0.535,0,-9.36,1,0.522,0.0914,0.0,0.0977,0.891,145.026,102727,3
1090,YK Osiris,Freaky Dancer (feat. DaBaby),7DOJelSvOL3A3sByy4FtpO,66,0.834,0.81,8,-4.128,0,0.192,0.121,0.0,0.343,0.73,75.033,156027,4
1091,G-Eazy,West Coast,2O8gSQ9z52tZSLJnuzjkcG,68,0.843,0.806,6,-5.156,1,0.367,0.0729,0.0,0.758,0.821,97.858,139610,4
1092,Ugly God,One Two,4vZOoSFplBM0WqRrxnehgG,66,0.876,0.519,2,-7.317,1,0.11,0.0995,0.000101,0.104,0.156,75.483,114437,4
1093,Monsta X,WHO DO U LOVE?,6YKCEtfZXXyionWJPtT5jb,73,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,189035,4
1094,Parker McCollum,Pretty Heart,6vC90OOjZR165Hw8CpsqEm,64,0.562,0.683,7,-4.427,1,0.0296,0.00531,0.0,0.107,0.385,132.003,244798,4
1095,Rick Ross,Running the Streets (feat. A Boogie Wit Da Hoodie & Denzel Curry),3s9f1LQ6607eDj9UYCzmgk,68,0.536,0.622,1,-7.98,1,0.262,0.0744,0.0,0.197,0.227,70.474,224840,3
1096,Young Thug,Pussy,5ZzQZcpwW7IyhKopLuoiwn,66,0.808,0.756,5,-7.429,0,0.214,0.00161,9.26e-05,0.226,0.631,74.999,141493,4
1097,Lunay,Soltera,4T4CZ3Q4z3GG7lU720YYhM,77,0.778,0.731,5,-4.325,1,0.0399,0.446,0.0,0.251,0.854,91.991,213913,4
1098,Russ,ON 10 feat. Rexx Life Raj,1tXrEp0ukIEhrDrGlHGg15,61,0.778,0.709,5,-6.215,0,0.0349,0.01,0.0,0.257,0.841,135.049,173467,4
1099,Cody Johnson,Nothin' on You,5ggoxc2dhlFjListerctlA,64,0.358,0.358,6,-7.18,1,0.0307,0.566,0.000232,0.104,0.158,134.629,260467,3
1100,Paulo Londra,Tal Vez,46lvmzK8wxAy66tjzXXSh0,84,0.849,0.655,8,-2.899,1,0.106,0.266,0.0,0.0781,0.76,161.966,264483,4
1101,Jonas Brothers,Strangers,5md87aD3pGXRghKUbZdyh8,67,0.594,0.842,1,-4.892,1,0.072,0.0312,0.0,0.071,0.573,129.986,233853,4
1102,Lil Skies,Real Ties,0Qd2KYCmwGYiTF3A0opS6b,67,0.819,0.616,1,-5.534,1,0.167,0.0599,0.0,0.143,0.524,87.493,142669,4
1103,Machine Gun Kelly,FLOOR 13,5WZ4qFbz1x2vELPg8S7vza,68,0.779,0.661,9,-7.175,0,0.0966,0.15,0.0,0.0895,0.306,120.048,194873,4
1104,Conan Gray,The King,54GASuUdLbhhdyECNUp3Pb,68,0.643,0.716,2,-6.733,1,0.0915,0.0643,0.0,0.14,0.854,81.027,174320,4
1105,GASHI,Safety (feat. DJ Snake),1mzARUs2kMMxcKh1ome5aX,73,0.755,0.828,1,-4.443,1,0.0356,0.0271,0.0291,0.0799,0.729,109.011,177781,4
1106,Dean Lewis,Waves,6w8pFOKn42O418qwcQElZ3,74,0.518,0.729,11,-7.193,0,0.0452,0.183,0.0,0.0643,0.343,156.879,240013,4
1107,Lil Nas X,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,6woeVu3fVMflqen1t4N6pg,77,0.89,0.513,1,-5.996,1,0.154,0.0706,0.0,0.102,0.61,136.02,114133,4
1108,Dreamville,Self Love (with Ari Lennox & Bas feat. Baby Rose),7dnSXaCjLdFiWZa8s5wP1n,67,0.761,0.697,5,-6.164,1,0.0568,0.186,0.0,0.126,0.197,106.051,223013,4
1109,Highly Suspect,16,2wGfZBcArmMVrd4iUEDuF3,68,0.644,0.627,2,-5.226,1,0.0409,0.00102,1.18e-05,0.0638,0.188,91.971,278693,4
1110,Avicii,Hold The Line (feat. A R I Z O N A),6EBlOYNcZ8MrdEov9lEdV6,73,0.648,0.554,9,-7.005,1,0.0341,0.329,2.56e-05,0.0803,0.372,98.045,171786,4
1111,Cassadee Pope,FYI,4WsoGxI9LCcAiB20WpUCoT,66,0.244,0.698,2,-4.688,1,0.038,0.436,0.0,0.147,0.424,84.844,204360,4
1112,Blueface,"Thotiana (feat. Cardi B, YG) [Remix]",1JkrD47SDpAbyvqKtolcea,70,0.911,0.721,10,-4.833,0,0.28,0.0364,0.0,0.111,0.69,104.11,297546,4
1113,Pathos Humano,Sangre,6eck4C7AFDsmv8AAwozNa1,70,0.18,0.103,5,-26.94,1,0.04,0.862,0.779,0.0903,0.0386,145.274,226000,4
1114,I Prevail,Breaking Down,4bE3cBcwAe7T5SklvbkiYZ,67,0.503,0.568,4,-7.182,0,0.0341,0.00131,0.00144,0.0856,0.0705,126.935,206147,4
1115,G-Eazy,Got A Check (feat. ALLBLACK & Offset Jim),6GEH35NKoeqMnDmT37YmHg,57,0.862,0.693,10,-4.096,0,0.277,0.162,0.0,0.114,0.44,81.984,223389,4
1116,Ed Sheeran,Way To Break My Heart (feat. Skrillex),5d1rmWWF1725tnYjq6rMDB,74,0.726,0.731,1,-6.304,0,0.159,0.11,3.21e-06,0.0928,0.43,170.125,190293,4
1117,Hillsong Worship,King Of Kings,6kmhapLx51lmwhIIDFsUQU,64,0.462,0.462,2,-7.735,1,0.0293,0.0964,0.0,0.102,0.172,136.041,265080,4
1118,Bryant Myers,Gan-Ga,2J3jxgfp6GWoBsMPIa20oC,80,0.856,0.523,6,-7.5,0,0.419,0.228,0.0,0.0895,0.378,89.912,194700,4
1119,BLACKPINK,Don't Know What To Do,0zYqFyhiTj419q56lNsjk0,71,0.628,0.64,6,-4.164,0,0.049,0.0992,0.0,0.138,0.409,129.815,201081,4
1120,Pop Smoke,Dior,79s5XnCN4TJKTVMSmOx8Ep,67,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387,4
1121,Quinn XCII,U & Us,6SL7KzIA96f0HiKjuv7tED,67,0.605,0.73,4,-7.871,1,0.0425,0.087,0.00269,0.187,0.263,130.025,226000,4
1122,Fetty Wap,Birthday (feat. Monty),3VN7XvP708u6V9U0CxOlzi,69,0.816,0.621,0,-6.352,1,0.181,0.18,0.0,0.085,0.403,97.015,188041,4
1123,DDG,PUSH,0eJiuthkwMbYtPvc2LTFwT,67,0.593,0.74,9,-6.766,1,0.775,0.154,0.000372,0.0972,0.797,212.08,123137,5
1124,Shoreline Mafia,Chandelier (feat. Curren$y),0doPjH3V2qKDUKjfpW3k92,65,0.841,0.559,8,-7.284,0,0.307,0.0735,0.0165,0.103,0.573,94.949,212333,4
1125,Steven Universe,Change (feat. Zach Callison),10Y6pSkXxYUzyyCnVTvip7,68,0.535,0.529,11,-12.219,0,0.0334,0.43,0.000118,0.311,0.52,150.036,93450,4
1126,Machine Gun Kelly,Hollywood Whore,0uFNdjWpogmaJYp2zlNJj5,70,0.734,0.836,6,-5.953,0,0.0817,0.0116,0.0,0.106,0.214,100.022,203175,4
1127,Chelsea Cutler,Summer Love - Recorded at Spotify Studios NYC,3LSnp6mtKiVXCJwsmOvfMd,66,0.667,0.302,4,-11.633,0,0.0377,0.198,1.18e-05,0.101,0.239,81.966,214381,4
1128,DJ Snake,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",5w8wL9IpVlOerzOzOvkjvG,70,0.785,0.726,2,-4.209,1,0.0387,0.0739,4.01e-06,0.316,0.181,119.963,248053,4
1129,Lil Nas X,Kick It,3qIV7Rnj3ZxLs2JcLPUbFV,69,0.739,0.484,9,-9.646,1,0.226,0.138,0.0,0.131,0.523,151.878,141987,4
1130,Weezer,The End of the Game,4zB544yCIaSw3cuHltMCRJ,68,0.574,0.865,8,-4.028,1,0.041,0.00121,2.92e-06,0.108,0.669,119.068,181707,4
1131,K CAMP,Lottery,4dZTZbmJBCCofAExHwefda,66,0.915,0.556,1,-8.601,1,0.216,0.0145,0.000179,0.0733,0.67,148.964,170947,4
1132,Bebe Rexha,Not 20 Anymore,7vWbERTWGCiu6fil02e9kj,73,0.659,0.553,11,-4.809,0,0.0286,0.43,5.1e-06,0.198,0.401,89.978,183983,3
1133,Migos,"My Family - from ""The Addams Family""",62rchuhJrm5JSlIfHz7cH3,70,0.782,0.775,5,-4.49,0,0.0975,0.309,0.0,0.322,0.882,135.968,177353,4
1134,Lil Pump,Be Like Me (feat. Lil Wayne),6flur5o18COKeafnjLHRiJ,71,0.948,0.396,5,-8.08,0,0.173,0.00335,0.0,0.192,0.593,104.006,240000,4
